,Player,DRIVEPTS,CSPTS,PULLPTS,PAINTPTS,POSTPTS,ELBOWPTS,DRIVEPTS%,CSPTS%,PULLPTS%,PAINTPTS%,POSTPTS%,ELBOWPTS%
298,Kelan Martin,0.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
299,Keldon Johnson,5.4,3.0,1.5,1.3,0.0,0.6,0.435,0.345,0.545,0.429,0.0,0.5
300,Keljin Blevins,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
301,Kelly Olynyk,0.9,7.1,1.6,0.0,0.0,0.6,0.667,0.415,0.33299999999999996,0.0,0.0,1.0
302,Kelly Oubre Jr.,2.7,2.1,0.4,2.1,0.0,0.2,0.313,0.163,0.125,0.625,0.0,1.0
303,Kendrick Nunn,1.6,0.0,2.2,0.0,0.0,0.0,0.4,0.0,0.35700000000000004,0.0,0.0,0.0
304,Kenrich Williams,1.1,0.7,0.0,0.2,0.0,0.2,0.444,0.28600000000000003,0.0,0.0,0.0,0.0
305,Kent Bazemore,0.8,1.9,1.5,0.5,0.1,0.0,0.5,0.5,0.455,0.667,0.0,0.0
306,Kentavious Caldwell-Pope,0.6,3.7,1.3,0.3,0.0,0.6,0.25,0.5,0.33299999999999996,0.5,0.0,0.667
307,Kenyon Martin Jr.,0.0,1.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.33299999999999996,0.0,1.0
308,Kevin Durant,8.6,5.1,10.1,0.6,4.0,0.9,0.556,0.5,0.456,1.0,0.625,1.0
309,Kevin Huerter,2.1,5.7,3.0,0.8,0.0,0.0,0.409,0.396,0.5,0.5710000000000001,0.0,0.0
310,Kevin Knox II,1.2,4.9,0.2,0.5,0.3,0.3,0.33299999999999996,0.409,0.111,0.5,0.5,0.33299999999999996
311,Kevin Love,0.5,1.5,3.0,3.5,2.0,0.0,0.0,0.14300000000000002,0.4,0.75,0.33299999999999996,0.0
312,Kevon Looney,0.2,0.0,0.0,2.4,0.4,0.2,0.5,0.0,0.0,0.9229999999999999,0.667,0.33299999999999996
313,Khem Birch,0.4,0.8,0.0,3.8,0.4,1.8,0.0,0.364,0.0,0.586,0.4,0.615
314,Khris Middleton,4.5,6.0,7.9,0.9,0.9,0.0,0.6759999999999999,0.5329999999999999,0.457,0.5,0.455,0.0
315,Killian Hayes,1.7,2.0,1.3,0.0,0.0,0.3,0.429,0.385,0.182,0.0,0.0,1.0
316,Kira Lewis Jr.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,Kostas Antetokounmpo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,Kyle Anderson,6.0,3.3,2.9,1.8,0.2,0.4,0.579,0.289,0.361,0.636,1.0,1.0
319,Kyle Guy,1.5,1.5,0.5,0.0,0.0,0.3,0.28600000000000003,0.5,0.2,0.0,0.0,0.0
320,Kyle Kuzma,0.6,6.3,0.9,1.6,0.0,0.6,0.3,0.446,0.174,0.6,0.0,0.375
321,Kyle Lowry,3.8,4.3,5.4,0.2,0.0,0.2,0.478,0.382,0.3,1.0,0.0,1.0
322,Kyrie Irving,9.7,6.3,9.7,1.4,0.3,0.3,0.617,0.5,0.43799999999999994,0.8,0.0,1.0
323,LaMarcus Aldridge,0.0,8.1,2.9,3.7,3.0,0.6,0.0,0.397,0.5,0.632,0.47100000000000003,0.222
324,LaMelo Ball,3.5,2.9,3.9,0.9,0.0,0.4,0.37200000000000005,0.36700000000000005,0.45899999999999996,0.375,0.0,1.0
325,Lamar Stevens,1.0,0.4,1.4,0.3,0.0,0.0,0.4,0.14300000000000002,0.5,0.33299999999999996,0.0,0.0
326,Landry Shamet,0.9,1.9,1.2,0.6,0.0,0.2,0.667,0.233,0.33299999999999996,1.0,0.0,1.0
327,Langston Galloway,0.5,3.5,0.6,0.0,0.0,0.2,0.667,0.5,0.375,0.0,0.0,1.0
328,Larry Nance Jr.,0.7,5.1,0.7,3.1,0.4,1.5,0.8,0.444,0.75,0.5770000000000001,0.4,0.727
329,Lauri Markkanen,1.3,8.3,0.5,3.8,1.3,1.3,0.33299999999999996,0.478,0.33299999999999996,0.857,1.0,1.0
330,LeBron James,7.6,2.5,7.0,1.9,1.8,0.5,0.615,0.37,0.373,0.667,0.409,0.429
331,Lonnie Walker IV,3.5,4.8,1.6,0.2,0.0,0.3,0.484,0.4,0.318,0.2,0.0,1.0
332,Lonzo Ball,1.3,3.9,4.6,1.4,0.0,0.4,0.313,0.261,0.41,0.75,0.0,0.5
333,Lou Williams,3.3,1.9,4.1,0.2,0.0,0.2,0.484,0.467,0.41200000000000003,0.5,0.0,1.0
334,Luguentz Dort,3.6,5.7,0.6,0.7,0.0,0.0,0.48100000000000004,0.45899999999999996,0.28600000000000003,0.75,0.0,0.0
335,Luka Doncic,14.1,0.8,8.6,0.9,1.6,0.0,0.575,0.16699999999999998,0.349,0.75,0.5710000000000001,0.0
336,Luka Samanic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
337,Luke Kennard,1.6,3.3,2.4,0.5,0.0,0.7,0.467,0.429,0.40700000000000003,1.0,0.0,0.667
338,Luke Kornet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,Malachi Flynn,1.0,1.0,0.7,0.0,0.0,0.0,0.429,0.33299999999999996,0.2,0.0,0.0,0.0
340,Malcolm Brogdon,7.5,3.9,9.3,1.2,0.0,0.6,0.451,0.48100000000000004,0.493,0.556,0.0,0.667
341,Malik Beasley,5.5,5.8,4.1,2.1,0.0,0.7,0.525,0.392,0.425,0.615,0.0,0.25
342,Malik Monk,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343,Marc Gasol,0.0,1.5,0.0,1.7,0.9,0.6,0.0,0.33299999999999996,0.0,0.75,0.5,0.75
344,Marcus Morris Sr.,0.7,5.0,2.0,0.7,0.7,0.7,0.25,0.385,0.429,0.0,1.0,0.0
345,Marcus Smart,4.0,4.0,2.6,0.2,0.4,0.0,0.308,0.308,0.409,0.0,1.0,0.0
346,Markelle Fultz,7.5,0.8,2.5,0.8,0.0,0.3,0.529,0.28600000000000003,0.214,0.5,0.0,0.5
347,Markieff Morris,0.2,2.5,0.0,0.7,0.4,0.2,0.33299999999999996,0.4,0.0,0.8,0.5,0.5
348,Markus Howard,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.33299999999999996,0.0,0.0,0.0
349,Marques Bolden,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,1.0,0.5,0.0
350,Marquese Chriss,1.0,1.5,0.0,2.5,0.0,0.5,0.25,0.2,0.0,0.667,0.0,0.0
351,Marvin Bagley III,1.5,2.1,0.5,5.6,1.3,1.5,0.4,0.258,0.28600000000000003,0.578,0.263,0.667
352,Mason Jones,2.0,0.0,1.0,0.0,0.0,0.0,0.667,0.0,0.5,0.0,0.0,0.0
353,Mason Plumlee,0.3,0.0,0.2,4.6,0.8,0.3,0.14300000000000002,0.0,0.2,0.8079999999999999,0.2,0.0
354,Matisse Thybulle,0.6,1.0,0.0,0.2,0.0,0.0,0.5,0.214,0.0,1.0,0.0,0.0
355,Matt Thomas,0.0,2.3,2.3,0.0,0.0,0.0,0.0,0.429,0.429,0.0,0.0,0.0
356,Maurice Harkless,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0
357,Max Strus,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.33299999999999996,0.0,0.0,0.0,0.0
358,Maxi Kleber,0.0,5.2,0.3,0.7,0.0,0.2,0.0,0.47100000000000003,0.2,1.0,0.0,0.0
359,Meyers Leonard,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.429,0.0,0.0,0.0,0.0
360,Mfiondu Kabengele,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.14300000000000002,0.0,0.0,0.0,0.0
361,Michael Carter-Williams,1.9,0.4,1.4,2.1,0.0,0.0,0.429,0.077,0.556,0.5,0.0,0.0
362,Michael Porter Jr.,1.0,7.3,3.5,5.5,1.0,1.0,0.33299999999999996,0.435,0.6,0.6920000000000001,0.5,0.0
363,Mikal Bridges,2.5,7.5,1.5,0.7,0.0,0.2,0.5,0.444,0.389,1.0,0.0,0.0
364,Mike Conley,6.4,4.5,7.2,0.4,0.0,0.2,0.565,0.441,0.431,1.0,0.0,0.0
365,Mike Muscala,0.0,6.9,0.4,1.6,0.3,0.5,0.0,0.413,0.5,0.75,1.0,0.5
366,Mike Scott,0.5,2.5,0.0,0.5,0.0,0.3,1.0,0.22699999999999998,0.0,1.0,0.0,0.5
367,Miles Bridges,1.3,3.5,1.1,2.5,0.4,1.0,0.267,0.419,0.222,0.8,0.5,0.833
368,Mitchell Robinson,0.0,0.0,0.0,8.3,0.4,0.3,0.0,0.0,0.0,0.705,1.0,0.5
369,Miye Oni,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.33299999999999996,0.0,0.0,0.0,0.0
370,Mo Bamba,0.5,1.5,0.0,3.0,0.5,0.0,0.5,0.25,0.0,0.833,0.5,0.0
371,Monte Morris,3.4,2.3,3.5,0.0,0.0,0.5,0.615,0.276,0.652,0.0,0.0,0.33299999999999996
372,Montrezl Harrell,0.2,0.5,0.9,8.2,3.1,1.5,0.33299999999999996,0.5,0.385,0.685,0.5770000000000001,0.727
373,Moritz Wagner,1.2,2.4,0.0,2.6,0.0,0.4,0.667,0.5710000000000001,0.0,0.7140000000000001,0.0,1.0
374,Moses Brown,0.0,0.0,0.0,1.3,0.3,0.7,0.0,0.0,0.0,1.0,0.0,1.0
375,Mychal Mulder,0.2,3.0,0.3,0.0,0.0,0.3,0.5,0.435,0.5,0.0,0.0,1.0
376,Myles Turner,1.2,3.6,0.6,3.8,0.5,1.0,0.5,0.293,0.375,0.667,0.33299999999999996,0.5
377,Nassir Little,0.0,1.5,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
